City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
1,Labuhan,ID,79.11,-6.8844,112.2051,
2,Saldanha,ZA,68.02,-33.0117,17.9442,
7,Guerrero Negro,MX,67.53,27.9769,-114.0611,
9,Cherskiy,RU,69.48,68.75,161.3,
11,Vieste,IT,67.23,41.8825,16.175,
12,Vaini,TO,78.96,-21.2,-175.2,
15,Rikitea,PF,76.78,-23.1203,-134.9692,
16,Fonte Boa,BR,75.7,-2.4959,-66.2662,
21,Port Elizabeth,ZA,61.02,-33.918,25.5701,
22,Cape Town,ZA,68.41,-33.9258,18.4232,
24,Vao,NC,70.11,-22.6667,167.4833,
26,Port Alfred,ZA,63.39,-33.5906,26.891,
27,Avarua,CK,77.05,-21.2078,-159.775,
29,Kavaratti,IN,81.93,10.5669,72.642,
30,Puerto Ayora,EC,73.54,-0.7393,-90.3518,
31,Bunia,CD,62.33,1.5667,30.25,
37,Albany,US,84.07,42.6001,-73.9662,
38,Tadine,NC,72.86,-21.55,167.8833,
39,Kapaa,US,82.38,22.0752,-159.319,
44,Los Llanos De Aridane,ES,64.15,28.6585,-17.9182,
45,Butaritari,KI,82.83,3.0707,172.7902,
46,San Quintin,MX,65.25,30.4833,-115.95,
47,Baft,IR,73.69,29.234,56.6057,
49,Mahebourg,MU,72.25,-20.4081,57.7,
50,Jamestown,US,81.72,42.097,-79.2353,
51,Mashhad,IR,71.74,36.297,59.6062,
53,Atuona,PF,80.46,-9.8,-139.0333,
54,Oriximina,BR,81.82,-1.7656,-55.8661,
55,Gat,IL,68.68,31.61,34.7642,
56,Goderich,CA,66.99,43.7501,-81.7165,
57,Naze,JP,69.3,28.3667,129.4833,
58,Trincomalee,LK,80.91,8.5711,81.2335,
59,Yazman,PK,94.66,29.1212,71.7446,
60,Adrar,MR,93.47,20.5022,-10.0711,
62,Hermanus,ZA,67.89,-34.4187,19.2345,
63,East London,ZA,62.35,-33.0153,27.9116,
64,Ialibu,PG,65.16,-6.2821,143.9935,
65,Olinda,BR,76.73,-8.0089,-34.8553,
68,Sao Joao Da Barra,BR,74.32,-21.6403,-41.0511,
70,Tukrah,LY,70.16,32.5341,20.5791,
71,Cabedelo,BR,75.87,-6.9811,-34.8339,
72,Honiara,SB,86.2,-9.4333,159.95,
73,Winona,US,85.8,43.9666,-91.7668,
74,Portland,US,65.39,45.5234,-122.6762,
78,Falakata,IN,75.85,26.5208,89.2055,
79,Turayf,SA,70.9,31.6725,38.6637,
80,Salalah,OM,84.29,17.0151,54.0924,
84,Quijingue,BR,67.86,-10.7525,-39.2092,
85,Sire,NG,83.23,12.9299,5.2043,
86,San Cristobal,VE,73.58,7.7669,-72.225,
87,Ocos,GT,85.32,14.5094,-92.1933,
88,Samarai,PG,78.31,-10.6167,150.6667,
89,Tabou,CI,78.6,4.423,-7.3528,
91,Clyde,US,85.71,41.3042,-82.9752,
92,Georgetown,MY,80.89,5.4112,100.3354,
93,Iquique,CL,60.84,-20.2208,-70.1431,
95,Camacha,PT,63.36,33.0833,-16.3333,
96,Hasaki,JP,72.0,35.7333,140.8333,
98,Saint-Philippe,RE,72.99,-21.3585,55.7679,
99,Isabela,PH,84.25,6.7085,121.9711,
100,Cabo San Lucas,MX,99.52,22.8909,-109.9124,
101,Dryden,CA,69.37,49.7833,-92.7503,
102,Bengkulu,ID,74.23,-3.8004,102.2655,
103,Arlit,NE,91.35,18.7369,7.3853,
104,Ruse,BG,62.35,43.8564,25.9708,
105,Avera,US,77.05,33.194,-82.5271,
106,Namatanai,PG,82.51,-3.6667,152.4333,
107,Itaquyry,PY,62.82,-24.9333,-55.2167,
108,Normandin,CA,68.54,48.8333,-72.5321,
112,Acari,PE,66.58,-15.4311,-74.6158,
113,Praia Da Vitoria,PT,64.76,38.7333,-27.0667,
114,Dicabisagan,PH,83.39,17.0818,122.4157,
115,Tupik,RU,70.7,54.4253,119.9327,
119,Sioux Lookout,CA,68.7,50.1001,-91.917,
121,Lichuan,CN,70.12,30.3,108.85,
122,Dubrovnik,HR,69.44,42.6481,18.0922,
124,Hithadhoo,MV,82.89,-0.6,73.0833,
125,Tura,IN,72.48,25.5198,90.2201,
126,Komsomolskiy,UZ,77.72,40.4272,71.7189,
127,Mount Pleasant,US,79.0,32.7941,-79.8626,
130,Kakamigahara,JP,76.24,35.4167,136.8667,
131,Cidreira,BR,63.28,-30.1811,-50.2056,
133,Maxixe,MZ,66.24,-23.8597,35.3472,
136,Basoko,CD,72.05,1.2391,23.616,
138,Pocatello,US,81.48,42.8713,-112.4455,
139,Pisco,PE,63.01,-13.7,-76.2167,
140,Ponta Do Sol,PT,66.83,32.6667,-17.1,
142,Kuching,MY,73.62,1.55,110.3333,
143,Beipiao,CN,72.88,41.7919,120.7792,
145,Catamarca,AR,60.49,-28.4696,-65.7852,
146,Kodiak,US,65.71,57.79,-152.4072,
147,Westport,US,87.03,41.1415,-73.3579,
148,Jharsuguda,IN,85.87,21.85,84.0333,
150,Hit,IQ,81.41,33.6416,42.8251,
151,Port Blair,IN,83.88,11.6667,92.75,
154,Airai,TL,65.16,-8.9266,125.4092,
156,Touros,BR,76.1,-5.1989,-35.4608,
157,Bambous Virieux,MU,72.21,-20.3428,57.7575,
160,Rongcheng,CN,76.6,30.634,117.8517,
161,Broome,US,82.78,42.2506,-75.833,
162,Lantana,US,83.05,26.5867,-80.052,
164,Grants,US,89.83,35.1473,-107.8514,
165,Kahului,US,82.98,20.8947,-156.47,
166,Aquiraz,BR,81.18,-3.9014,-38.3911,
170,Satun,TH,77.0,6.8333,100.0,
171,Castro,BR,61.47,-24.7911,-50.0119,
172,Sayat,TM,84.07,38.7839,63.8803,
175,Kloulklubed,PW,75.7,7.0419,134.2556,
176,Maudaha,IN,92.7,25.6833,80.1167,
178,Souillac,MU,72.36,-20.5167,57.5167,
179,Lorengau,PG,83.37,-2.0226,147.2712,
180,Katsuura,JP,75.22,35.1333,140.3,
181,Pangai,TO,77.94,-19.8,-174.35,
182,Nayoro,JP,60.28,44.3506,142.4578,
183,Laguna,US,94.91,38.421,-121.4238,
185,Arona,ES,61.83,28.0996,-16.681,
186,Sur,OM,83.75,22.5667,59.5289,
187,Arraial Do Cabo,BR,73.58,-22.9661,-42.0278,
189,Jagdalpur,IN,77.05,19.0667,82.0333,
190,Colares,PT,62.1,38.7992,-9.4469,
191,Alofi,NU,78.69,-19.0595,-169.9187,
192,Lagoa,PT,63.68,39.05,-27.9833,
193,Watertown,US,87.08,42.3709,-71.1828,
194,Naifaru,MV,82.62,5.4444,73.3657,
196,Durham,US,80.92,36.0335,-78.8664,
198,Fortuna,US,71.47,40.5982,-124.1573,
201,Svetlyy Yar,RU,60.4,48.4748,44.781,
202,Kiunga,PG,76.08,-6.1219,141.2906,
203,Mayo,US,87.96,38.8876,-76.5119,
205,Marzuq,YE,81.34,14.4,46.4667,
208,Victoria,HK,82.45,22.2855,114.1577,
209,Kieta,PG,83.7,-6.2167,155.6333,
210,Seoul,KR,75.61,37.5683,126.9778,
211,Road Town,VG,80.69,18.4167,-64.6167,
212,Danjiangkou,CN,83.23,32.5428,111.5086,
213,Buala,SB,84.67,-8.145,159.5921,
214,Bandarbeyla,SO,78.69,9.4942,50.8122,
216,Kaabong,UG,64.47,3.4836,34.1492,
217,Hilo,US,84.27,19.7297,-155.09,
219,Parrita,CR,84.52,9.5201,-84.3225,
220,Bozdar,PK,86.79,27.1828,68.636,
222,Quatre Cocos,MU,72.09,-20.2078,57.7625,
223,Bannu,PK,92.26,32.9854,70.6027,
224,Lewiston,US,84.83,44.1003,-70.2148,
225,Saint Anthony,US,91.72,45.0205,-93.218,
226,San Patricio,US,88.52,28.017,-97.5169,
228,Ribeira Grande,PT,64.99,38.5167,-28.7,
229,Pochutla,MX,77.83,15.7432,-96.4661,
230,Baherden,TM,76.28,38.4362,57.4316,
231,Benguela,AO,73.29,-12.5763,13.4055,
232,Fairbanks,US,62.1,64.8378,-147.7164,
233,Port-Gentil,GA,77.79,-0.7193,8.7815,
234,Muisne,EC,76.37,0.6,-80.0333,
237,Savannah Bight,HN,84.25,16.45,-85.85,
240,Kuhdasht,IR,67.06,33.535,47.6061,
241,Xichang,CN,64.9,27.8964,102.2634,
242,Makakilo City,US,82.56,21.3469,-158.0858,
243,Marsabit,KE,61.83,2.3284,37.9899,
245,Oudtshoorn,ZA,70.16,-33.5907,22.2014,
250,Ixtapa,MX,84.22,20.7,-105.2,
251,Jilib,SO,71.55,0.4883,42.7854,
254,Qiqihar,CN,70.27,47.3408,123.9672,
256,Huaiyin,CN,83.43,33.5886,119.0192,
257,Mut,TR,65.79,36.6439,33.4389,
258,Ugoofaaru,MV,82.54,5.6667,73.0,
259,Barcelos,PT,63.91,41.5388,-8.6151,
261,Harper,LR,78.39,4.375,-7.7169,
262,Shelbyville,US,74.64,35.4834,-86.4603,
265,Dwarka,IN,84.34,22.2394,68.9678,
266,Sao Filipe,CV,73.94,14.8961,-24.4956,
268,West Bay,KY,84.07,19.3667,-81.4167,
271,Abha,SA,68.45,18.2164,42.5053,
272,Pemangkat,ID,78.26,1.1667,108.9667,
277,Albion,US,85.62,42.2431,-84.753,
278,Savelugu,GH,74.98,9.6244,-0.8253,
280,Shimoda,JP,73.17,34.6667,138.95,
281,Fort-Shevchenko,KZ,69.91,44.5086,50.263,
282,Platanos,GR,66.56,37.6667,21.6167,
283,Sucua,EC,68.4,-2.4667,-78.1667,
284,Douglas,US,83.75,41.3,-96.167,
285,Leon,MX,84.25,21.1167,-101.6667,
287,Meulaboh,ID,74.53,4.1363,96.1285,
288,Ust-Nera,RU,63.57,64.5667,143.2,
290,Plettenberg Bay,ZA,67.78,-34.0527,23.3716,
291,Asuncion,PY,67.44,-25.3007,-57.6359,
292,Tessalit,ML,93.78,20.1986,1.0114,
293,Shitanjing,CN,68.05,39.2342,106.3439,
294,Araouane,ML,96.06,18.9048,-3.5265,
296,Murwillumbah,AU,68.02,-28.3167,153.4,
297,Auki,SB,84.38,-8.7676,160.7034,
298,Carnarvon,AU,60.87,-24.8667,113.6333,
299,Kabanga,TZ,63.46,-2.6386,30.4678,
300,Genhe,CN,69.78,50.7833,121.5167,
301,Namibe,AO,74.03,-15.1961,12.1522,
302,Sinnamary,GF,75.96,5.3833,-52.95,
303,Watsa,CD,61.0,3.0372,29.5355,
304,Kabalo,CD,73.35,-6.05,26.9167,
307,Zhanakorgan,KZ,74.59,43.9098,67.2495,
308,Biak,ID,79.72,-0.9131,122.8766,
310,Cap Malheureux,MU,72.46,-19.9842,57.6142,
312,Dzidzantun,MX,89.96,21.25,-89.05,
315,Bud,US,80.55,39.447,-86.1758,
316,Basi,IN,86.34,26.8333,76.0333,
317,Puerto Escondido,MX,83.89,15.85,-97.0667,
318,Surt,LY,73.31,31.2089,16.5887,
320,Hambantota,LK,79.27,6.1241,81.1185,
321,Caravelas,BR,72.61,-17.7125,-39.2481,
322,Sydney,AU,61.32,-33.8679,151.2073,
323,Makat,KZ,69.44,47.6469,53.3463,
325,Saint-Georges,GD,80.28,12.0564,-61.7485,
327,Carnduff,CA,74.37,49.1667,-101.8009,
328,Koumac,NC,74.25,-20.5667,164.2833,
329,Sorong,ID,80.87,-0.8833,131.25,
330,Hunchun,CN,65.01,42.8675,130.3581,
331,Pingxiang,CN,76.32,27.6167,113.85,
332,Jinchang,CN,65.8,38.4953,102.1739,
333,Fare,PF,80.69,-16.7,-151.0167,
334,Karratha,AU,75.4,-20.7377,116.8463,
335,Faanui,PF,81.14,-16.4833,-151.75,
336,Puyo,EC,65.95,-1.4667,-77.9833,
337,Korla,CN,71.74,41.7597,86.1469,
339,Tomatlan,MX,88.2,19.9333,-105.25,
340,Nong Bua,TH,81.88,15.8646,100.5858,
343,Ambulu,ID,77.86,-8.345,113.6058,
344,Kindu,CD,68.18,-2.95,25.95,
345,Puerto Quijarro,BO,79.99,-17.7833,-57.7667,
347,Changzhou,CN,84.99,31.7833,119.9667,
348,Isangel,VU,75.16,-19.55,169.2667,
349,Shwebo,MM,81.48,22.5667,95.7,
350,Elizabeth City,US,85.01,36.2946,-76.2511,
351,Ladario,BR,81.5,-19.0047,-57.6017,
353,Mwene-Ditu,CD,72.05,-7.0,23.45,
354,Ahipara,NZ,61.95,-35.1667,173.1667,
355,Imbituba,BR,62.49,-28.24,-48.6703,
356,Paoua,CF,69.1,7.2427,16.4406,
358,Banda Aceh,ID,79.27,5.5577,95.3222,
359,Havelock,US,80.55,34.8791,-76.9013,
360,Margate,GB,62.04,51.3813,1.3862,
363,Lompoc,US,70.38,34.6391,-120.4579,
364,Shingu,JP,70.14,33.7333,135.9833,
365,Sitborice,CZ,63.14,49.0143,16.7798,
367,Vila Velha,BR,71.55,-20.3297,-40.2925,
368,Umm Lajj,SA,82.35,25.0213,37.2685,
369,Dali,CN,65.41,25.7,100.1833,
371,Romitan,UZ,84.15,39.9343,64.3814,
372,Olga,RU,68.09,43.7444,135.2892,
373,Taonan,CN,72.57,45.3333,122.7833,
374,Padang,ID,76.57,-0.9492,100.3543,
375,Alyangula,AU,78.62,-13.8483,136.4192,
376,Qena,EG,79.92,26.1615,32.7183,
377,Elko,US,87.82,41.0002,-115.5012,
378,Ryotsu,JP,69.55,38.0833,138.4333,
385,Kensington,AU,61.72,-33.9167,151.2167,
386,Helena,US,68.76,46.5927,-112.0361,
387,Cururupu,BR,73.18,-1.8283,-44.8683,
388,Kabanjahe,ID,61.56,3.1001,98.4908,
390,Fukue,JP,70.83,32.6881,128.8419,
391,Houma,US,80.6,29.5958,-90.7195,
392,Alta Floresta,BR,76.03,-9.8756,-56.0861,
393,Gevrai,IN,79.38,19.2667,75.75,
395,Santa Rosa,PH,87.12,14.3122,121.1114,
397,Sarangani,PH,82.62,5.4033,125.4636,
399,Lat Yao,TH,81.28,15.751,99.7893,
400,Estelle,US,80.01,29.8458,-90.1067,
401,Yei,SS,65.28,4.095,30.6779,
402,Makasar,ID,75.25,-5.14,119.4221,
403,Cumana,VE,80.69,10.4635,-64.1775,
406,Bull Savanna,JM,77.85,17.8868,-77.5902,
408,Tateyama,JP,75.13,34.9833,139.8667,
410,Joshimath,IN,63.18,30.5667,79.5667,
411,Escarcega,MX,93.99,18.6089,-90.7454,
414,San Lazaro,BZ,85.78,18.0387,-88.6622,
416,Palmas Bellas,PA,82.09,9.2319,-80.0867,
418,Filingue,NE,81.12,14.3521,3.3168,
419,Minbu,MM,83.05,20.1833,94.8833,
420,Gondanglegi,ID,77.23,-7.7479,112.0132,
422,Mogadishu,SO,78.69,2.0371,45.3438,
423,Dzaoudzi,YT,78.69,-12.7887,45.2699,
426,Dalnerechensk,RU,64.92,45.9339,133.7225,
429,Ambanja,MG,70.23,-13.6833,48.45,
431,Hualmay,PE,64.22,-11.0964,-77.6139,
432,Mabaruma,GY,74.05,8.2,-59.7833,
433,Banyo,CM,64.24,6.75,11.8167,
434,Tarabha,IN,86.52,20.7333,83.65,
439,Cobija,BO,80.82,-11.0267,-68.7692,
442,Mount Isa,AU,67.77,-20.7333,139.5,
443,Nong Kung Si,TH,83.57,16.65,103.3,
444,Linqiong,CN,80.78,30.4159,103.4609,
445,Laguna De Perlas,NI,79.43,12.3429,-83.6712,
446,Tamboril,DO,76.87,19.4854,-70.611,
447,Lazaro Cardenas,MX,86.04,17.9583,-102.2,
448,Torres,BR,60.98,-29.3353,-49.7269,
449,Barceloneta,PR,82.06,18.4505,-66.5385,
450,Volzhsk,RU,63.75,55.8664,48.3594,
453,Mayumba,GA,75.24,-3.432,10.6554,
454,Bethel,US,84.88,41.3712,-73.414,
455,Trairi,BR,77.34,-3.2778,-39.2689,
456,Buraydah,SA,86.7,26.326,43.975,
458,Miami Beach,US,84.02,25.7906,-80.1301,
459,Omboue,GA,75.76,-1.5746,9.2618,
460,Shanghai,CN,80.46,31.2222,121.4581,
462,Kasongo-Lunda,CD,68.14,-6.4667,16.8167,
464,Jijiga,ET,62.08,9.35,42.8,
465,Xuddur,SO,72.19,4.1213,43.8894,
467,Vostok,RU,63.5,46.4856,135.8833,
468,Kavieng,PG,82.9,-2.5744,150.7967,
469,Dahuk,IQ,68.79,36.8695,42.994,
470,Nizhniy Tsasuchey,RU,72.9,50.5167,115.1333,
471,Tashara,RU,61.23,55.5195,83.5094,
473,Nuqui,CO,78.33,5.7125,-77.2708,
475,Saint-Denis,FR,62.15,48.9167,2.3333,
477,Pandan,PH,83.75,14.0453,124.1694,
479,Yarada,IN,82.72,17.65,83.2667,
480,Port Augusta,AU,61.7,-32.5,137.7667,
481,Colonia,DE,62.56,50.9333,6.95,
482,Playas,EC,72.57,-2.6333,-80.3833,
484,Djambala,CG,70.39,-2.5447,14.7533,
485,Bonthe,SL,80.13,7.5264,-12.505,
487,North Platte,US,91.02,41.1239,-100.7654,
488,Hami,CN,67.06,42.8,93.45,
491,La Asuncion,VE,80.33,11.0333,-63.8628,
492,Matam,SN,97.59,15.6175,-13.3303,
494,Midland,US,96.49,31.9974,-102.0779,
497,Riyadh,SA,91.54,24.6877,46.7219,
498,Paracuru,BR,81.1,-3.41,-39.0306,
499,Ambam,CM,68.49,2.3833,11.2833,
500,Morondava,MG,71.73,-20.2833,44.2833,
501,Siniscola,IT,65.75,40.5719,9.6922,
502,Puerto Ayacucho,VE,77.45,5.6639,-67.6236,
503,Martin,US,82.96,27.0837,-80.4164,
504,Tambacounda,SN,93.36,13.7539,-13.7586,
505,Mahajanga,MG,73.42,-15.7167,46.3167,
508,Lianzhou,CN,75.49,24.7811,112.3825,
510,Marihatag,PH,77.07,8.7936,126.2969,
512,Sungairaya,ID,79.48,0.7,108.9,
515,Canutama,BR,76.64,-6.5339,-64.3831,
516,Lagos,NG,75.79,6.5833,3.75,
517,Ouesso,CG,69.82,1.6136,16.0517,
518,Mahanje,TZ,60.08,-9.9333,35.3333,
520,College,US,71.65,64.8569,-147.8028,
522,Payyannur,IN,77.83,12.1,75.2,
523,Subiaco,IT,61.25,41.9254,13.0941,
525,Traverse City,US,84.31,44.7631,-85.6206,
527,Bandar-E Anzali,IR,69.44,37.4727,49.4622,
529,Derbent,RU,63.37,42.0678,48.2899,
530,Marstal,DK,60.71,54.8562,10.5173,
531,Kluang,MY,76.95,2.0251,103.3328,
532,Miri,MY,79.29,4.4148,114.0089,
533,Cartagena,CO,83.82,10.3997,-75.5144,
534,Dingle,PH,80.74,10.9995,122.6711,
535,Say,NE,81.34,13.1007,2.3689,
538,Aksu,CN,74.01,41.1231,80.2644,
539,Yumen,CN,60.62,40.2833,97.2,
540,Marawi,PH,66.65,7.9986,124.2928,
542,Weligama,LK,78.69,5.9667,80.4167,
543,Popondetta,PG,83.8,-8.7537,148.2534,
544,Chifeng,CN,68.11,42.2683,118.9636,
545,Artyom,AZ,64.54,40.4723,50.333,
546,Barstow,US,97.79,34.8986,-117.0228,
548,Vila Franca Do Campo,PT,64.81,37.7167,-25.4333,
550,Lima,PE,63.9,-12.0432,-77.0282,
551,Ajdabiya,LY,73.51,30.7554,20.2263,
554,Suruc,TR,66.4,36.9761,38.425,
555,Bria,CF,68.14,6.5423,21.9863,
556,Huron,US,83.66,41.1501,-82.5499,
557,Moose Factory,CA,86.2,51.2585,-80.6094,
558,Brookhaven,US,73.71,31.5791,-90.4407,
559,Portel,BR,77.59,-1.9356,-50.8211,
560,Pascagoula,US,79.02,30.3658,-88.5561,
561,Congonhas,BR,63.0,-20.4997,-43.8578,
562,Chengde,CN,64.51,40.9725,117.9361,
564,Zwedru,LR,72.19,6.0667,-8.1281,
565,Odweyne,SO,73.9,9.4092,45.064,
566,Torit,SS,71.1,4.4133,32.5678,
567,Inhuma,BR,77.95,-6.6683,-41.7078,
568,Vanimo,PG,78.94,-2.6741,141.3028,
569,Griffith,US,86.04,41.5284,-87.4237,
572,Novo Aripuana,BR,78.53,-5.1206,-60.3797,
573,Gladstone,AU,71.78,-23.85,151.25,
574,Swellendam,ZA,60.21,-34.0226,20.4417,
575,Calabozo,VE,77.18,8.9242,-67.4293,
576,Cheyenne,US,82.9,41.14,-104.8203,
577,Wajir,KE,75.02,1.7471,40.0573,
579,Lucapa,AO,64.72,-8.4192,20.7447,
580,Atar,MR,93.85,20.5169,-13.0499,
582,La Ronge,CA,62.24,55.1001,-105.2842,
585,Kochubey,RU,62.31,44.3861,46.5825,
586,Nhamunda,BR,79.92,-2.1861,-56.7131,
587,Ilebo,CD,69.28,-4.3167,20.5833,
588,Hamilton,US,80.44,39.1834,-84.5333,
590,Faya,SA,68.74,18.3851,42.4509,
591,Saint-Louis,SN,91.42,16.3333,-15.0,
593,Bondoukou,CI,74.3,8.0333,-2.8,
594,Qianan,CN,70.25,44.9932,124.0581,
595,Dutse,NG,78.6,11.7594,9.3392,
596,Ascension,US,80.6,30.2169,-90.9001,
597,Porto Santo,PT,66.11,33.072,-16.3415,
601,Saint-Leu,RE,72.46,-21.15,55.2833,
602,Chimore,BO,68.59,-16.9833,-65.1333,
604,Chongoyape,PE,65.37,-6.6406,-79.3892,
605,Guanhaes,BR,61.52,-18.775,-42.9325,
608,Ngunguru,NZ,60.17,-35.6167,174.5,
609,Mucurapo,TT,80.26,10.6667,-61.5333,
612,Zhezkazgan,KZ,60.46,47.8043,67.7144,
615,Buchanan,LR,76.96,5.8808,-10.0467,
616,Mecca,SA,85.3,21.4267,39.8261,
618,Nouadhibou,MR,67.98,20.931,-17.0347,
619,Axim,GH,78.96,4.8699,-2.2405,
621,Nichinan,JP,74.35,31.6,131.3667,
623,Bathsheba,BB,81.21,13.2167,-59.5167,
624,Diamantino,BR,76.95,-14.4086,-56.4461,
627,Saint-Joseph,RE,71.98,-21.3667,55.6167,
628,Boma,GH,72.64,7.0805,-2.1697,
629,Taman,RU,62.92,45.2117,36.7161,
630,Bilma,NE,90.27,18.6853,12.9164,
633,Bernalillo,US,94.33,35.05,-106.6673,
635,Chapais,CA,71.42,49.7834,-74.8492,
636,Zhangye,CN,64.27,38.9342,100.4517,
637,Natal,BR,75.85,-5.795,-35.2094,
638,Binabalian,PH,82.9,16.4202,119.9279,
639,Areosa,PT,64.31,41.7178,-8.8571,
640,Saint-Pierre,RE,73.08,-21.3393,55.4781,
641,Hirara,JP,82.26,24.8,125.2833,
642,Luwuk,ID,81.77,-0.9516,122.7875,
643,Tartus,SY,68.41,34.889,35.8866,
644,Nhulunbuy,AU,83.01,-12.2333,136.7667,
645,Taltal,CL,61.16,-25.4,-70.4833,
646,Khandyga,RU,66.51,62.6667,135.6,
647,Matagami,CA,75.96,49.7502,-77.6328,
649,Zenzeli,RU,67.55,45.9241,47.0474,
650,Vung Tau,VN,83.21,10.346,107.0843,
652,Tiznit,MA,68.63,29.5833,-9.5,
655,Taunggyi,MM,65.57,20.7833,97.0333,
656,Leninskoye,KZ,80.53,41.7589,69.3864,
659,Robertsport,LR,81.05,6.7533,-11.3686,
660,Kenai,US,69.03,60.5544,-151.2583,
661,Maler Kotla,IN,86.13,30.5167,75.8833,
662,Fort Saint James,CA,60.39,54.4333,-124.25,
663,Black River,JM,82.4,18.0264,-77.8487,
665,Barra Do Corda,BR,78.19,-5.5,-45.25,
667,Port Moresby,PG,78.58,-9.4431,147.1797,
669,Shizilu,CN,87.53,35.1711,118.8289,
670,El Fuerte,MX,99.75,26.4189,-108.6194,
671,Tecoanapa,MX,86.43,16.5167,-98.75,
672,Cochabamba,BO,60.55,-17.3895,-66.1568,
674,Jalu,LY,74.16,29.0331,21.5482,
675,Mokhsogollokh,RU,60.76,61.4681,128.9203,
677,Paranaiba,BR,74.25,-19.6772,-51.1908,
678,Sao Jose Da Coroa Grande,BR,76.21,-8.8978,-35.1478,
679,Oussouye,SN,77.11,12.485,-16.5469,
